fold,seed,architecture,n_outer_evaluation,n_outer_evaluation_patients,auc,bce,ap,brier
2,42,symmetric,255,129,0.7171773102005661,0.6503802145927597,0.7201920620129012,0.2244802713394165
2,42,residual,255,129,0.7284360772732865,0.6172675878753977,0.7362411327201827,0.21433542668819427
