threshold,accuracy,balanced_accuracy,precision,recall,sensitivity,specificity,negative_predictive_value,f1,youden_j,true_negative,false_positive,false_negative,true_positive
0.7499999999999999,0.7154150197628458,0.7097248280175109,0.8493150684931506,0.5040650406504065,0.5040650406504065,0.9153846153846154,0.6611111111111111,0.6326530612244898,0.4194496560350218,119,11,61,62
0.7549999999999999,0.7154150197628458,0.7097248280175109,0.8493150684931506,0.5040650406504065,0.5040650406504065,0.9153846153846154,0.6611111111111111,0.6326530612244898,0.4194496560350218,119,11,61,62
0.7599999999999999,0.7154150197628458,0.7097248280175109,0.8493150684931506,0.5040650406504065,0.5040650406504065,0.9153846153846154,0.6611111111111111,0.6326530612244898,0.4194496560350218,119,11,61,62
0.7649999999999999,0.7075098814229249,0.7015947467166979,0.8450704225352113,0.4878048780487805,0.4878048780487805,0.9153846153846154,0.6538461538461539,0.6185567010309279,0.4031894934333957,119,11,63,60
0.7699999999999999,0.7035573122529645,0.6975297060662914,0.8428571428571429,0.4796747967479675,0.4796747967479675,0.9153846153846154,0.6502732240437158,0.6113989637305699,0.3950594121325828,119,11,64,59
0.7749999999999999,0.6996047430830039,0.6934646654158849,0.8405797101449275,0.4715447154471545,0.4715447154471545,0.9153846153846154,0.6467391304347826,0.6041666666666666,0.38692933083176984,119,11,65,58
0.7799999999999999,0.691699604743083,0.6853345841150719,0.835820895522388,0.45528455284552843,0.45528455284552843,0.9153846153846154,0.6397849462365591,0.5894736842105263,0.37066916823014373,119,11,67,56
0.7849999999999999,0.6877470355731226,0.6812695434646654,0.8333333333333334,0.44715447154471544,0.44715447154471544,0.9153846153846154,0.6363636363636364,0.582010582010582,0.3625390869293308,119,11,68,55
0.7899999999999999,0.6719367588932806,0.6650093808630394,0.8225806451612904,0.4146341463414634,0.4146341463414634,0.9153846153846154,0.6230366492146597,0.5513513513513514,0.3300187617260788,119,11,72,51
0.7949999999999999,0.6679841897233202,0.6609443402126329,0.819672131147541,0.4065040650406504,0.4065040650406504,0.9153846153846154,0.6197916666666666,0.5434782608695652,0.32188868042526586,119,11,73,50
0.7999999999999999,0.6640316205533597,0.6564415259537211,0.8392857142857143,0.3821138211382114,0.3821138211382114,0.9307692307692308,0.6142131979695431,0.5251396648044693,0.31288305190744214,121,9,76,47
0.8049999999999999,0.6640316205533597,0.6562226391494684,0.8518518518518519,0.37398373983739835,0.37398373983739835,0.9384615384615385,0.6130653266331658,0.519774011299435,0.31244527829893687,122,8,77,46
0.8099999999999998,0.6679841897233202,0.6600687929956223,0.8679245283018868,0.37398373983739835,0.37398373983739835,0.9461538461538461,0.615,0.5227272727272727,0.32013758599124453,123,7,77,46
0.8149999999999998,0.6679841897233202,0.6600687929956223,0.8679245283018868,0.37398373983739835,0.37398373983739835,0.9461538461538461,0.615,0.5227272727272727,0.32013758599124453,123,7,77,46
0.8199999999999998,0.6600790513833992,0.6519387116948092,0.8627450980392157,0.35772357723577236,0.35772357723577236,0.9461538461538461,0.6089108910891089,0.5057471264367817,0.30387742338961843,123,7,79,44
0.8249999999999998,0.6561264822134387,0.6478736710444027,0.86,0.34959349593495936,0.34959349593495936,0.9461538461538461,0.6059113300492611,0.49710982658959535,0.2957473420888055,123,7,80,43
0.8299999999999998,0.6521739130434783,0.6438086303939963,0.8571428571428571,0.34146341463414637,0.34146341463414637,0.9461538461538461,0.6029411764705882,0.4883720930232558,0.28761726078799255,123,7,81,42
0.8349999999999999,0.6521739130434783,0.6435897435897436,0.8723404255319149,0.3333333333333333,0.3333333333333333,0.9538461538461539,0.6019417475728155,0.4823529411764706,0.28717948717948727,124,6,82,41
0.8399999999999999,0.6561264822134387,0.6474358974358975,0.8913043478260869,0.3333333333333333,0.3333333333333333,0.9615384615384616,0.6038647342995169,0.48520710059171596,0.29487179487179493,125,5,82,41
0.8449999999999999,0.6561264822134387,0.6474358974358975,0.8913043478260869,0.3333333333333333,0.3333333333333333,0.9615384615384616,0.6038647342995169,0.48520710059171596,0.29487179487179493,125,5,82,41
0.8499999999999999,0.6561264822134387,0.6472170106316448,0.9090909090909091,0.3252032520325203,0.3252032520325203,0.9692307692307692,0.6028708133971292,0.47904191616766467,0.29443402126328966,126,4,83,40
0.8549999999999999,0.6403162055335968,0.6309568480300187,0.9,0.2926829268292683,0.2926829268292683,0.9692307692307692,0.5915492957746479,0.44171779141104295,0.26191369606003745,126,4,87,36
0.8599999999999999,0.6363636363636364,0.6268918073796123,0.8974358974358975,0.2845528455284553,0.2845528455284553,0.9692307692307692,0.5887850467289719,0.43209876543209874,0.2537836147592245,126,4,88,35
0.8649999999999999,0.6284584980237155,0.6187617260787992,0.8918918918918919,0.2682926829268293,0.2682926829268293,0.9692307692307692,0.5833333333333334,0.4125,0.2375234521575984,126,4,90,33
0.8699999999999999,0.6284584980237155,0.6187617260787992,0.8918918918918919,0.2682926829268293,0.2682926829268293,0.9692307692307692,0.5833333333333334,0.4125,0.2375234521575984,126,4,90,33
0.8749999999999999,0.6205533596837944,0.6104127579737335,0.9090909090909091,0.24390243902439024,0.24390243902439024,0.9769230769230769,0.5772727272727273,0.38461538461538464,0.22082551594746702,127,3,93,30
0.8799999999999999,0.6086956521739131,0.5982176360225141,0.9,0.21951219512195122,0.21951219512195122,0.9769230769230769,0.5695067264573991,0.35294117647058826,0.1964352720450282,127,3,96,27
0.8849999999999999,0.6047430830039525,0.5941525953721075,0.896551724137931,0.21138211382113822,0.21138211382113822,0.9769230769230769,0.5669642857142857,0.34210526315789475,0.18830519074421503,127,3,97,26
0.8899999999999999,0.6047430830039525,0.5941525953721075,0.896551724137931,0.21138211382113822,0.21138211382113822,0.9769230769230769,0.5669642857142857,0.34210526315789475,0.18830519074421503,127,3,97,26
0.8949999999999999,0.6007905138339921,0.590087554721701,0.8928571428571429,0.2032520325203252,0.2032520325203252,0.9769230769230769,0.5644444444444444,0.33112582781456956,0.1801751094434021,127,3,98,25
0.8999999999999999,0.5968379446640316,0.5858036272670419,0.92,0.18699186991869918,0.18699186991869918,0.9846153846153847,0.5614035087719298,0.3108108108108108,0.17160725453408388,128,2,100,23
0.9049999999999999,0.5928853754940712,0.5817385866166355,0.9166666666666666,0.17886178861788618,0.17886178861788618,0.9846153846153847,0.5589519650655022,0.29931972789115646,0.16347717323327093,128,2,101,22
0.9099999999999999,0.5889328063241107,0.5776735459662289,0.9130434782608695,0.17073170731707318,0.17073170731707318,0.9846153846153847,0.5565217391304348,0.2876712328767123,0.15534709193245777,128,2,102,21
0.9149999999999999,0.5889328063241107,0.5776735459662289,0.9130434782608695,0.17073170731707318,0.17073170731707318,0.9846153846153847,0.5565217391304348,0.2876712328767123,0.15534709193245777,128,2,102,21
0.9199999999999998,0.5889328063241107,0.5776735459662289,0.9130434782608695,0.17073170731707318,0.17073170731707318,0.9846153846153847,0.5565217391304348,0.2876712328767123,0.15534709193245777,128,2,102,21
0.9249999999999998,0.5889328063241107,0.5776735459662289,0.9130434782608695,0.17073170731707318,0.17073170731707318,0.9846153846153847,0.5565217391304348,0.2876712328767123,0.15534709193245777,128,2,102,21
0.9299999999999998,0.5770750988142292,0.5654784240150094,0.9,0.14634146341463414,0.14634146341463414,0.9846153846153847,0.5493562231759657,0.2517482517482518,0.13095684803001872,128,2,105,18
0.9349999999999998,0.5691699604743083,0.5571294559099438,0.9375,0.12195121951219512,0.12195121951219512,0.9923076923076923,0.5443037974683544,0.2158273381294964,0.11425891181988757,129,1,108,15
0.9399999999999998,0.5652173913043478,0.5530644152595372,0.9333333333333333,0.11382113821138211,0.11382113821138211,0.9923076923076923,0.542016806722689,0.2028985507246377,0.1061288305190744,129,1,109,14
0.9449999999999998,0.5612648221343873,0.5489993746091307,0.9285714285714286,0.10569105691056911,0.10569105691056911,0.9923076923076923,0.5397489539748954,0.1897810218978102,0.09799874921826146,129,1,110,13
0.9499999999999998,0.5573122529644269,0.5449343339587243,0.9230769230769231,0.0975609756097561,0.0975609756097561,0.9923076923076923,0.5375,0.17647058823529413,0.08986866791744852,129,1,111,12
0.9549999999999998,0.541501976284585,0.5286741713570982,0.8888888888888888,0.06504065040650407,0.06504065040650407,0.9923076923076923,0.5286885245901639,0.12121212121212122,0.05734834271419631,129,1,115,8
0.9599999999999999,0.541501976284585,0.5286741713570982,0.8888888888888888,0.06504065040650407,0.06504065040650407,0.9923076923076923,0.5286885245901639,0.12121212121212122,0.05734834271419631,129,1,115,8
0.9649999999999999,0.5296442687747036,0.5164790494058786,0.8333333333333334,0.04065040650406504,0.04065040650406504,0.9923076923076923,0.5222672064777328,0.07751937984496124,0.032958098811757264,129,1,118,5
0.9699999999999999,0.5296442687747036,0.5164790494058786,0.8333333333333334,0.04065040650406504,0.04065040650406504,0.9923076923076923,0.5222672064777328,0.07751937984496124,0.032958098811757264,129,1,118,5
0.9749999999999999,0.5296442687747036,0.516260162601626,1.0,0.032520325203252036,0.032520325203252036,1.0,0.5220883534136547,0.06299212598425197,0.03252032520325199,130,0,119,4
0.9799999999999999,0.5296442687747036,0.516260162601626,1.0,0.032520325203252036,0.032520325203252036,1.0,0.5220883534136547,0.06299212598425197,0.03252032520325199,130,0,119,4
0.9849999999999999,0.5217391304347826,0.508130081300813,1.0,0.016260162601626018,0.016260162601626018,1.0,0.5179282868525896,0.032,0.016260162601626105,130,0,121,2
0.9899999999999999,0.5217391304347826,0.508130081300813,1.0,0.016260162601626018,0.016260162601626018,1.0,0.5179282868525896,0.032,0.016260162601626105,130,0,121,2
0.9949999999999999,0.5177865612648221,0.5040650406504065,1.0,0.008130081300813009,0.008130081300813009,1.0,0.5158730158730159,0.016129032258064516,0.008130081300812941,130,0,122,1
