epoch,accuracy,auc,learning_rate,loss,pr_auc,precision_40,precision_45,precision_50,precision_55,recall_40,recall_45,recall_50,recall_55,val_accuracy,val_auc,val_loss,val_pr_auc,val_precision_40,val_precision_45,val_precision_50,val_precision_55,val_recall_40,val_recall_45,val_recall_50,val_recall_55
0,0.7649999856948853,0.8740159869194031,9.999999747378752e-05,0.4694772958755493,0.8895110487937927,0.6321381330490112,0.6317934989929199,0.8902077078819275,0.9072847962379456,0.9558233022689819,0.9337349534034729,0.6024096608161926,0.5502008199691772,0.7035573124885559,0.7661663293838501,0.5808628797531128,0.7637115716934204,0.6265822649002075,0.6569343209266663,0.7105262875556946,0.7281553149223328,0.8048780560493469,0.7317073345184326,0.6585366129875183,0.6097561120986938
1,0.8209999799728394,0.8815240859985352,9.999999747378752e-05,0.47932446002960205,0.8932100534439087,0.61710524559021,0.618852436542511,0.8997493982315063,0.9111841917037964,0.9417670965194702,0.9096385836601257,0.7208835482597351,0.5562248826026917,0.7114624381065369,0.7662289142608643,0.5798346400260925,0.7650940418243408,0.6346153616905212,0.6617646813392639,0.719298243522644,0.7352941036224365,0.8048780560493469,0.7317073345184326,0.6666666865348816,0.6097561120986938
2,0.8309999704360962,0.9029124975204468,9.999999747378752e-05,0.4592808485031128,0.9156327247619629,0.6235138773918152,0.6243243217468262,0.8983050584793091,0.9221183657646179,0.9477911591529846,0.9277108311653137,0.7449799180030823,0.5943775177001953,0.7114624381065369,0.767135739326477,0.5787517428398132,0.7656023502349854,0.6470588445663452,0.6666666865348816,0.719298243522644,0.7326732873916626,0.8048780560493469,0.7317073345184326,0.6666666865348816,0.6016260385513306
3,0.8199999928474426,0.8815481066703796,9.999999747378752e-05,0.47912752628326416,0.8907784819602966,0.6208277940750122,0.6195651888847351,0.869767427444458,0.8819671869277954,0.9337349534034729,0.9156626462936401,0.7510040402412415,0.5401606559753418,0.7114624381065369,0.7678861618041992,0.577659547328949,0.7671164274215698,0.6600000262260437,0.6616541147232056,0.719298243522644,0.7326732873916626,0.8048780560493469,0.7154471278190613,0.6666666865348816,0.6016260385513306
4,0.8529999852180481,0.9090085625648499,9.999999747378752e-05,0.45923012495040894,0.9195072650909424,0.6243386268615723,0.6241519451141357,0.9016018509864807,0.9271523356437683,0.9477911591529846,0.9236947894096375,0.7911646366119385,0.5622490048408508,0.7114624381065369,0.7688555121421814,0.5764673352241516,0.7677356004714966,0.6600000262260437,0.6641221642494202,0.719298243522644,0.7326732873916626,0.8048780560493469,0.707317054271698,0.6666666865348816,0.6016260385513306
5,0.8339999914169312,0.8952003121376038,9.999999747378752e-05,0.45604944229125977,0.9057862162590027,0.6278446912765503,0.6265389919281006,0.8915094137191772,0.8990228176116943,0.9417670965194702,0.9196786880493164,0.759036123752594,0.5542168617248535,0.7154150009155273,0.7703251838684082,0.5753212571144104,0.7695033550262451,0.6598639488220215,0.6692307591438293,0.7256637215614319,0.7400000095367432,0.7886179089546204,0.707317054271698,0.6666666865348816,0.6016260385513306
6,0.8560000061988831,0.9029004573822021,9.999999747378752e-05,0.45844021439552307,0.9153684973716736,0.6144737005233765,0.614973247051239,0.8986486196517944,0.911475419998169,0.9377509951591492,0.9236947894096375,0.8012048006057739,0.5582329034805298,0.7114624381065369,0.7721075415611267,0.5741534233093262,0.7709647417068481,0.6575342416763306,0.6796875,0.719298243522644,0.7425742745399475,0.7804877758026123,0.707317054271698,0.6666666865348816,0.6097561120986938
7,0.8539999723434448,0.9058464765548706,9.999999747378752e-05,0.447564959526062,0.9173087477684021,0.625165581703186,0.6506364941596985,0.894618809223175,0.9047619104385376,0.9477911591529846,0.9236947894096375,0.8012048006057739,0.5722891688346863,0.7114624381065369,0.7726391553878784,0.5730711221694946,0.7717481851577759,0.6551724076271057,0.6850393414497375,0.719298243522644,0.7425742745399475,0.772357702255249,0.707317054271698,0.6666666865348816,0.6097561120986938
8,0.859000027179718,0.9117085933685303,9.999999747378752e-05,0.4437403082847595,0.9187290072441101,0.6416893601417542,0.699999988079071,0.897550106048584,0.9155844449996948,0.9457831382751465,0.913654625415802,0.8092369437217712,0.5662650465965271,0.7114624381065369,0.7732958197593689,0.5719969272613525,0.7721242904663086,0.6573426723480225,0.6904761791229248,0.719298243522644,0.7425742745399475,0.7642276287078857,0.707317054271698,0.6666666865348816,0.6097561120986938
9,0.8539999723434448,0.9010924100875854,9.999999747378752e-05,0.4634227156639099,0.9068959355354309,0.6122715473175049,0.6992248296737671,0.8893805146217346,0.9115044474601746,0.9417670965194702,0.9056224822998047,0.8072289228439331,0.6204819083213806,0.7193675637245178,0.7743589878082275,0.5707565546035767,0.7732585668563843,0.652482271194458,0.6959999799728394,0.7280701994895935,0.7450980544090271,0.7479674816131592,0.707317054271698,0.6747967600822449,0.6178861856460571
10,0.8820000290870667,0.9209447503089905,9.999999747378752e-05,0.42226362228393555,0.9300795793533325,0.6344085931777954,0.7282958030700684,0.9148471355438232,0.9237056970596313,0.9477911591529846,0.9096385836601257,0.8413654565811157,0.6807228922843933,0.7193675637245178,0.7763915061950684,0.5695387721061707,0.7749693393707275,0.6571428775787354,0.7016128897666931,0.7280701994895935,0.7403846383094788,0.7479674816131592,0.707317054271698,0.6747967600822449,0.6260162591934204
11,0.8700000047683716,0.9181506633758545,9.999999747378752e-05,0.4336777627468109,0.9233890175819397,0.6373477578163147,0.7600671052932739,0.9052863717079163,0.925000011920929,0.9457831382751465,0.9096385836601257,0.8253012299537659,0.6686747074127197,0.7193675637245178,0.7774546146392822,0.5685028433799744,0.7762295007705688,0.6618704795837402,0.7049180269241333,0.7280701994895935,0.7428571581840515,0.7479674816131592,0.6991869807243347,0.6747967600822449,0.6341463327407837
12,0.8790000081062317,0.9250787496566772,9.999999747378752e-05,0.4200906753540039,0.9332311153411865,0.6334232091903687,0.7833622097969055,0.9161148071289062,0.9353099465370178,0.9437751173973083,0.9076305031776428,0.8333333134651184,0.6967871189117432,0.7154150009155273,0.7782363891601562,0.5674540400505066,0.776904821395874,0.6618704795837402,0.7142857313156128,0.7256637215614319,0.7383177280426025,0.7479674816131592,0.6910569071769714,0.6666666865348816,0.642276406288147
13,0.8619999885559082,0.9130165576934814,9.999999747378752e-05,0.42851707339286804,0.9222007393836975,0.6397260427474976,0.7893805503845215,0.8999999761581421,0.9158163070678711,0.9377509951591492,0.8955823183059692,0.8132529854774475,0.7208835482597351,0.7154150009155273,0.7787992358207703,0.5665281414985657,0.777616024017334,0.6569343209266663,0.7083333134651184,0.7256637215614319,0.7339449524879456,0.7317073345184326,0.6910569071769714,0.6666666865348816,0.6504064798355103
