epoch,auc,learning_rate,loss,pr_auc,val_auc,val_loss,val_pr_auc
0,0.35549396276474,9.999999747378752e-05,1.010637879371643,0.41950762271881104,0.3837636709213257,0.8156295418739319,0.39716851711273193
1,0.3931313753128052,9.999999747378752e-05,0.9712339043617249,0.4314801096916199,0.40387287735939026,0.7970042824745178,0.40836280584335327
2,0.38078567385673523,9.999999747378752e-05,0.9765570759773254,0.43047216534614563,0.4259185791015625,0.7791762351989746,0.4205978512763977
3,0.4026815891265869,9.999999747378752e-05,0.9355871677398682,0.44406363368034363,0.44662362337112427,0.7639342546463013,0.43442249298095703
4,0.4415566325187683,9.999999747378752e-05,0.8959530591964722,0.46274977922439575,0.4678252339363098,0.749749481678009,0.44801172614097595
5,0.47194668650627136,9.999999747378752e-05,0.8652640581130981,0.5041281580924988,0.49061569571495056,0.7373729944229126,0.4708911180496216
6,0.5065484046936035,9.999999747378752e-05,0.8099588751792908,0.5582503080368042,0.5171797275543213,0.7258191704750061,0.49054092168807983
7,0.4934762120246887,9.999999747378752e-05,0.8155251741409302,0.5333898663520813,0.540665328502655,0.7147790193557739,0.5108479261398315
8,0.5618546605110168,9.999999747378752e-05,0.766956090927124,0.5910707116127014,0.5609235167503357,0.7052786946296692,0.5314831137657166
9,0.5590807199478149,9.999999747378752e-05,0.7740468382835388,0.5791818499565125,0.5837140083312988,0.6961930394172668,0.5551707148551941
10,0.5681198835372925,9.999999747378752e-05,0.7464482188224792,0.5961319208145142,0.6031280755996704,0.6878268718719482,0.576460599899292
11,0.5771651268005371,9.999999747378752e-05,0.7340927720069885,0.6095152497291565,0.6231876611709595,0.6805007457733154,0.6012536883354187
12,0.5848588347434998,9.999999747378752e-05,0.7333723306655884,0.5939438343048096,0.6398212313652039,0.673105776309967,0.6176184415817261
13,0.637132465839386,9.999999747378752e-05,0.6932851672172546,0.6650788187980652,0.6522343158721924,0.6665314435958862,0.6316486597061157
14,0.6711215972900391,9.999999747378752e-05,0.6608054637908936,0.6991216540336609,0.6650446653366089,0.6606447696685791,0.6446428298950195
15,0.6410640478134155,9.999999747378752e-05,0.6892353296279907,0.6676514744758606,0.6732373237609863,0.6551510691642761,0.6518447399139404
16,0.674551248550415,9.999999747378752e-05,0.6595509648323059,0.7038215398788452,0.6815292835235596,0.6508321166038513,0.6592613458633423
17,0.6799637079238892,9.999999747378752e-05,0.6465198397636414,0.7044801115989685,0.6872393488883972,0.6469114422798157,0.6639092564582825
18,0.7089468240737915,9.999999747378752e-05,0.6292641162872314,0.7258044481277466,0.6910625696182251,0.6432117819786072,0.6690226197242737
19,0.7120100855827332,9.999999747378752e-05,0.6230975985527039,0.7271058559417725,0.6947368383407593,0.6398415565490723,0.6705884337425232
20,0.7460053563117981,9.999999747378752e-05,0.5932847261428833,0.7666130661964417,0.6978649497032166,0.6367650628089905,0.6777153015136719
21,0.7342446446418762,9.999999747378752e-05,0.6138644814491272,0.7435626983642578,0.7006951570510864,0.6340497732162476,0.6811919212341309
22,0.7097718715667725,9.999999747378752e-05,0.6258665919303894,0.7287994027137756,0.7018371820449829,0.6315507292747498,0.6890201568603516
23,0.738662600517273,9.999999747378752e-05,0.5945475697517395,0.7564653158187866,0.70367431640625,0.6295918822288513,0.693365216255188
24,0.740442156791687,9.999999747378752e-05,0.6068052053451538,0.7444363832473755,0.706156849861145,0.6278917193412781,0.6978360414505005
25,0.7529971599578857,9.999999747378752e-05,0.5912283658981323,0.7517027854919434,0.709831178188324,0.6260799765586853,0.7043613195419312
26,0.7728949189186096,9.999999747378752e-05,0.5777666568756104,0.76296466588974,0.7107248902320862,0.6243371367454529,0.7040597200393677
27,0.7953881025314331,9.999999747378752e-05,0.5511425733566284,0.7889164090156555,0.7138033509254456,0.6226891875267029,0.7112971544265747
28,0.771546483039856,9.999999747378752e-05,0.5778362154960632,0.7586386799812317,0.716335654258728,0.621222198009491,0.7136242389678955
29,0.7976016998291016,9.999999747378752e-05,0.5474511981010437,0.7939107418060303,0.7192651033401489,0.6202842593193054,0.7169203162193298
30,0.8003386855125427,9.999999747378752e-05,0.5438774824142456,0.8096654415130615,0.7211519479751587,0.619529664516449,0.7192569375038147
31,0.7826052308082581,9.999999747378752e-05,0.5621817708015442,0.7851674556732178,0.7239325046539307,0.6187019348144531,0.7221718430519104
32,0.8030387163162231,9.999999747378752e-05,0.5366505980491638,0.8115254044532776,0.7268123030662537,0.6180081963539124,0.7276380062103271
33,0.8279455304145813,9.999999747378752e-05,0.5133122801780701,0.832461953163147,0.7283018827438354,0.6177139282226562,0.727152943611145
34,0.8170623183250427,9.999999747378752e-05,0.530784547328949,0.7891435623168945,0.7311320304870605,0.6168145537376404,0.7329171895980835
35,0.8254857063293457,9.999999747378752e-05,0.5184422135353088,0.814760148525238,0.7323237657546997,0.6165881156921387,0.7321947813034058
36,0.8133431673049927,9.999999747378752e-05,0.5346702933311462,0.8044959902763367,0.7353525161743164,0.616100549697876,0.736107587814331
37,0.8125488758087158,9.999999747378752e-05,0.5324251055717468,0.8072585463523865,0.7368420958518982,0.615462601184845,0.7384338974952698
38,0.8352698683738708,9.999999747378752e-05,0.5101715326309204,0.8267331719398499,0.7393743991851807,0.6155892610549927,0.7402490377426147
39,0.8369600772857666,9.999999747378752e-05,0.5077255368232727,0.8292616605758667,0.7413108348846436,0.61566561460495,0.7423210144042969
40,0.8553370237350464,9.999999747378752e-05,0.47928038239479065,0.8513877987861633,0.74210524559021,0.6153881549835205,0.7427449226379395
41,0.8480404019355774,1.9999999494757503e-05,0.49074211716651917,0.8398464322090149,0.7425521612167358,0.6153823137283325,0.7434537410736084
42,0.845857560634613,1.9999999494757503e-05,0.5009048581123352,0.831909716129303,0.742601752281189,0.6154111623764038,0.7432661056518555
43,0.8316738605499268,1.9999999494757503e-05,0.5111867189407349,0.8124540448188782,0.7427507042884827,0.6153813600540161,0.7443897128105164
44,0.8476986885070801,3.999999989900971e-06,0.4942573606967926,0.8395782113075256,0.7428500652313232,0.6153905391693115,0.7445158958435059
45,0.8480434417724609,3.999999989900971e-06,0.4902302026748657,0.8517553210258484,0.7428500652313232,0.615380585193634,0.744522750377655
46,0.8516086339950562,3.999999989900971e-06,0.48994332551956177,0.8384883999824524,0.7429990768432617,0.6153652667999268,0.74458909034729
47,0.8504849672317505,9.999999974752427e-07,0.4896408021450043,0.8403093218803406,0.7428500652313232,0.6153668165206909,0.7444261312484741
48,0.8388196229934692,9.999999974752427e-07,0.5015262365341187,0.827858030796051,0.7428500652313232,0.6153671741485596,0.7444261312484741
49,0.8265570402145386,9.999999974752427e-07,0.5192310810089111,0.8123586773872375,0.7428997159004211,0.6153689622879028,0.7445132732391357
50,0.8294233083724976,9.999999974752427e-07,0.513800323009491,0.8249218463897705,0.7428997159004211,0.6153639554977417,0.7445132732391357
51,0.8413010239601135,9.999999974752427e-07,0.5024053454399109,0.823418378829956,0.7428997159004211,0.6153649091720581,0.7445132732391357
52,0.845340371131897,9.999999974752427e-07,0.4938819706439972,0.835076630115509,0.742949366569519,0.6153651475906372,0.7446701526641846
53,0.83160001039505,9.999999974752427e-07,0.5121548175811768,0.825891375541687,0.7428997159004211,0.615365743637085,0.7446455359458923
54,0.8272959589958191,9.999999974752427e-07,0.513014554977417,0.8297938704490662,0.7428997159004211,0.6153664588928223,0.7446455359458923
55,0.8345032930374146,9.999999974752427e-07,0.50881028175354,0.8293527364730835,0.7428003549575806,0.6153661608695984,0.7446222305297852
56,0.8557925820350647,9.999999974752427e-07,0.48441559076309204,0.8458365201950073,0.7428003549575806,0.6153673529624939,0.7446222305297852
