epoch,accuracy,auc,learning_rate,loss,pr_auc,precision_40,precision_45,precision_50,recall_40,recall_45,recall_50,val_accuracy,val_auc,val_loss,val_pr_auc,val_precision_40,val_precision_45,val_precision_50,val_recall_40,val_recall_45,val_recall_50
0,0.553233802318573,0.5654439330101013,0.0010000000474974513,1.734612226486206,0.5423806309700012,0.5202311873435974,0.5239043831825256,0.5340206027030945,0.5601660013198853,0.545643150806427,0.5373443961143494,0.6572580933570862,0.6808461546897888,0.9680498242378235,0.6952155828475952,0.6288659572601318,0.6417112350463867,0.64673912525177,0.8776978254318237,0.8633093237876892,0.8561151027679443
1,0.6000000238418579,0.6366775035858154,0.0010000000474974513,1.4468982219696045,0.5886572003364563,0.5823754668235779,0.5841584205627441,0.5823045372962952,0.6307054162025452,0.6120331883430481,0.5871369242668152,0.6814516186714172,0.7033858895301819,0.9439211487770081,0.7244458198547363,0.6967741847038269,0.7103448510169983,0.717391312122345,0.7769784331321716,0.7410072088241577,0.7122302055358887
2,0.6179104447364807,0.6894770264625549,0.0010000000474974513,1.2126142978668213,0.6685053706169128,0.6027944087982178,0.6016597747802734,0.6060606241226196,0.6265560388565063,0.6016597747802734,0.5809128880500793,0.6854838728904724,0.7202824950218201,0.9396417737007141,0.7483992576599121,0.7260273694992065,0.7214285731315613,0.732824444770813,0.7625899314880371,0.7266187071800232,0.6906474828720093
3,0.6378109455108643,0.6928567886352539,0.0010000000474974513,1.1408867835998535,0.661750853061676,0.6087786555290222,0.613545835018158,0.6219007968902588,0.6618257164955139,0.6390041708946228,0.6244813203811646,0.7096773982048035,0.7306779026985168,0.8827095031738281,0.7433242797851562,0.6783625483512878,0.6904761791229248,0.7055214643478394,0.8345323801040649,0.8345323801040649,0.8273381590843201
4,0.6626865863800049,0.7249509692192078,0.0010000000474974513,1.0043323040008545,0.7102043628692627,0.6361867785453796,0.6437246799468994,0.6486486196517944,0.6784232258796692,0.6597510576248169,0.6473029255867004,0.6935483813285828,0.7404791712760925,0.9863013625144958,0.7766482830047607,0.7520661354064941,0.778761088848114,0.78899085521698,0.6546762585639954,0.633093535900116,0.6187050342559814
5,0.7044776082038879,0.7703204154968262,0.0010000000474974513,0.8310985565185547,0.7623697519302368,0.681640625,0.6869918704032898,0.6947368383407593,0.7240663766860962,0.7012448310852051,0.6846473217010498,0.7096773982048035,0.7429542541503906,0.876093327999115,0.7691158056259155,0.7272727489471436,0.7338129281997681,0.7518796920776367,0.7482014298439026,0.7338129281997681,0.7194244861602783
6,0.7233830690383911,0.791176438331604,0.0010000000474974513,0.764271080493927,0.7594199180603027,0.6912878751754761,0.699410617351532,0.71074378490448,0.7572613954544067,0.7385892271995544,0.7136929631233215,0.7177419066429138,0.7526236176490784,0.7475903630256653,0.7771620750427246,0.7278911471366882,0.7361111044883728,0.7518247961997986,0.769784152507782,0.7625899314880371,0.7410072088241577
7,0.7064676880836487,0.768848717212677,0.0010000000474974513,0.8191941380500793,0.7269735932350159,0.6785010099411011,0.6890243887901306,0.7019438147544861,0.7136929631233215,0.7033194899559021,0.6742738485336304,0.6854838728904724,0.743020236492157,0.9871000647544861,0.7785576581954956,0.7850467562675476,0.808080792427063,0.8144329786300659,0.6043165326118469,0.5755395889282227,0.568345308303833
