epoch,auc,learning_rate,loss,pr_auc,val_auc,val_loss,val_pr_auc
0,0.5038997530937195,9.999999747378752e-05,0.8175033926963806,0.5120748281478882,0.5175290107727051,0.8750536441802979,0.5324040055274963
1,0.591511607170105,9.999999747378752e-05,0.761576235294342,0.596740186214447,0.5550653338432312,0.7977851629257202,0.5701069235801697
2,0.6554094552993774,9.999999747378752e-05,0.7099679112434387,0.6369522213935852,0.5477514266967773,0.7797163128852844,0.5735766291618347
3,0.7145975232124329,9.999999747378752e-05,0.669424831867218,0.7072618007659912,0.5920575261116028,0.7360497713088989,0.6129087209701538
4,0.7572582960128784,9.999999747378752e-05,0.6301274299621582,0.7470974922180176,0.5779738426208496,0.7662054300308228,0.5970659255981445
5,0.7549176812171936,9.999999747378752e-05,0.6267651319503784,0.7500879168510437,0.5860735177993774,0.7285535335540771,0.5929027795791626
6,0.7385695576667786,9.999999747378752e-05,0.6345841288566589,0.7314688563346863,0.5882495045661926,0.7286362648010254,0.5998088717460632
7,0.8056180477142334,9.999999747378752e-05,0.5815415382385254,0.7780884504318237,0.5964699983596802,0.7306832075119019,0.5958372354507446
8,0.8168692588806152,9.999999747378752e-05,0.5699867606163025,0.8095529079437256,0.5910904407501221,0.7357804775238037,0.6014235019683838
9,0.8298123478889465,1.9999999494757503e-05,0.5543490052223206,0.8154220581054688,0.5974975824356079,0.7212771773338318,0.618743360042572
10,0.847318172454834,1.9999999494757503e-05,0.546230137348175,0.8468363285064697,0.6019704937934875,0.7130710482597351,0.6246787905693054
11,0.8419882655143738,1.9999999494757503e-05,0.5409423112869263,0.8291338682174683,0.6054762601852417,0.708087682723999,0.6325970888137817
12,0.8237799406051636,1.9999999494757503e-05,0.5663987398147583,0.8226436972618103,0.605053186416626,0.7091429829597473,0.6334115266799927
13,0.8670068979263306,1.9999999494757503e-05,0.5303686857223511,0.857444703578949,0.6056576371192932,0.7114657163619995,0.6351125836372375
14,0.8517197370529175,1.9999999494757503e-05,0.5440841913223267,0.8508831262588501,0.6065038442611694,0.7155393958091736,0.6337313055992126
15,0.8520280122756958,3.999999989900971e-06,0.5371469259262085,0.8421425819396973,0.6048718690872192,0.7113721370697021,0.6319367289543152
16,0.8659782409667969,3.999999989900971e-06,0.526480495929718,0.8629947900772095,0.6038442850112915,0.7106393575668335,0.6301946640014648
17,0.8521785736083984,3.999999989900971e-06,0.5358508229255676,0.8494008779525757,0.6057181358337402,0.7090953588485718,0.6338843703269958
