fold,seed,architecture,n_outer_evaluation,n_outer_evaluation_patients,auc,bce,ap,brier
3,42,symmetric,252,137,0.741791138841621,0.6041527494826359,0.7467820687454414,0.20888933539390564
3,42,residual,252,137,0.7494800529400643,0.601108033303256,0.7626568036201856,0.20709697902202606
