fold,seed,architecture,n_outer_evaluation,n_outer_evaluation_patients,auc,bce,ap,brier
0,42,symmetric,252,129,0.7631015369110609,0.5908342363194774,0.7753141333968194,0.20217201113700867
0,42,residual,252,129,0.8031620055429579,0.541038578224119,0.8221781190054813,0.1832708865404129
