epoch,auc,learning_rate,loss,pr_auc,val_auc,val_loss,val_pr_auc
0,0.514404296875,9.999999747378752e-05,0.6973854899406433,0.5139434337615967,0.5391145348548889,0.6897481679916382,0.5725929737091064
1,0.6854032874107361,9.999999747378752e-05,0.6877939701080322,0.6854214668273926,0.5888136625289917,0.6892517805099487,0.6155427694320679
2,0.7151585817337036,9.999999747378752e-05,0.6857649087905884,0.7041903734207153,0.5901031494140625,0.6887404918670654,0.615497887134552
3,0.723319411277771,9.999999747378752e-05,0.6845450401306152,0.700981855392456,0.5887599587440491,0.6882110238075256,0.6266695857048035
4,0.7600585222244263,9.999999747378752e-05,0.683165967464447,0.745602548122406,0.5919299125671387,0.6875278353691101,0.6351237297058105
5,0.7271298170089722,9.999999747378752e-05,0.6783565878868103,0.7340431213378906,0.603374183177948,0.6867655515670776,0.6327457427978516
6,0.7532294392585754,9.999999747378752e-05,0.6829884052276611,0.7070856094360352,0.6089082956314087,0.6859550476074219,0.6451067924499512
7,0.7675549387931824,9.999999747378752e-05,0.6803514361381531,0.7326143980026245,0.6150332689285278,0.6850098967552185,0.6489911079406738
8,0.769353985786438,9.999999747378752e-05,0.672818660736084,0.7438499927520752,0.6149258613586426,0.684036910533905,0.6437491774559021
9,0.7685105800628662,9.999999747378752e-05,0.6720336675643921,0.7462973594665527,0.6200300455093384,0.683031439781189,0.6445542573928833
10,0.7828270196914673,9.999999747378752e-05,0.670670211315155,0.7916711568832397,0.6236299276351929,0.6819581389427185,0.6558946371078491
11,0.7802755832672119,9.999999747378752e-05,0.669853687286377,0.7277902364730835,0.6211584210395813,0.6808022856712341,0.6527312397956848
12,0.7931084632873535,9.999999747378752e-05,0.6633783578872681,0.7488301992416382,0.6249731183052063,0.6797692775726318,0.6509050130844116
13,0.802852988243103,9.999999747378752e-05,0.6548592448234558,0.7973159551620483,0.6252955198287964,0.6786576509475708,0.6545565724372864
14,0.7884243726730347,9.999999747378752e-05,0.656566321849823,0.7645464539527893,0.625241756439209,0.6774318218231201,0.6582857966423035
15,0.7942886352539062,9.999999747378752e-05,0.6519542932510376,0.7748396396636963,0.6285192370414734,0.6761733293533325,0.6586670279502869
16,0.8132740259170532,9.999999747378752e-05,0.6432107090950012,0.7940683960914612,0.6268536448478699,0.675035834312439,0.6580197215080261
17,0.8175546526908875,9.999999747378752e-05,0.6379304528236389,0.8003170490264893,0.6297012567520142,0.6737900972366333,0.6627259254455566
